id	label	url	x	y	cluster	weight<Links>	weight<Total link strength>	weight<No. co-authored pubs>
grid.412097.9	Henan Polytechnic University		-0.9161	-0.1666	2	369	2067	4930
grid.412106.0	National University Hospital	https://en.wikipedia.org/wiki/National_University_Hospital	-0.4981	-0.3025	2	923	1847	3207
grid.412110.7	National University of Defense Technology	http://en.wikipedia.org/wiki/National_University_of_Defense_Technology	-0.5529	-0.1346	2	743	4447	17678
grid.412113.4	National University of Malaysia	http://en.wikipedia.org/wiki/National_University_of_Malaysia	-0.2857	-0.7598	9	867	4733	13142
grid.412116.1	Hôpitaux Universitaires Henri Mondor		1.1991	-0.2185	8	907	2871	4588
grid.412117.0	National University of Sciences and Technology	http://en.wikipedia.org/wiki/National_University_of_Sciences_and_Technology_(Pakistan)	-0.3466	-0.3242	9	758	2113	5299
grid.412124.0	University of Sfax	http://en.wikipedia.org/wiki/University_of_Sfax	0.9853	-0.3031	8	545	2411	8317
grid.412125.1	King Abdulaziz University	http://en.wikipedia.org/wiki/King_Abdulaziz_University	-0.3192	-0.2758	9	1771	14169	20076
grid.412127.3	National Yunlin University of Science and Technology	http://en.wikipedia.org/wiki/National_Yunlin_University_of_Science_and_Technology	-0.8917	0.9037	17	231	1065	3135
grid.412134.1	Necker-Enfants Malades Hospital	https://en.wikipedia.org/wiki/Necker-Enfants_Malades_Hospital	1.2225	-0.1555	8	1009	5229	7254
grid.412135.0	King Fahd University of Petroleum and Minerals	http://en.wikipedia.org/wiki/King_Fahd_University_of_Petroleum_and_Minerals	-0.2535	-0.2034	9	793	2976	7431
grid.412151.2	King Mongkut's University of Technology Thonburi	http://en.wikipedia.org/wiki/King_Mongkut's_University_of_Technology_Thonburi	-0.4884	-0.4497	4	522	1443	3719
grid.412163.3	University of La Frontera	http://en.wikipedia.org/wiki/University_of_La_Frontera	0.8524	0.5306	7	507	1740	3223
grid.412179.8	University of Santiago Chile	"http://en.wikipedia.org/wiki/University_of_Santiago,_Chile"	0.8279	0.5301	7	880	2363	4068
grid.412180.e	Hôpital Édouard-Herriot		1.0989	-0.2571	8	715	2161	3809
grid.412211.5	Rio de Janeiro State University	http://en.wikipedia.org/wiki/Rio_de_Janeiro_State_University	0.7108	0.8483	15	1060	6696	12355
grid.412219.d	University of the Free State	http://en.wikipedia.org/wiki/University_of_the_Free_State	0.2894	-0.4258	5	795	1808	4628
grid.412220.7	Hôpitaux Universitaires de Strasbourg		1.1237	-0.2627	8	807	2702	4974
grid.412243.2	Northeast Agricultural University	http://en.wikipedia.org/wiki/Northeast_Agricultural_University	-0.9746	-0.2893	2	346	1429	4188
grid.412246.7	Northeast Forestry University	http://en.wikipedia.org/wiki/Northeast_Forestry_University	-0.9538	-0.307	2	417	2106	5840
grid.412252.2	Northeastern University	http://en.wikipedia.org/wiki/Northeastern_University_(China)	-0.7647	-0.3222	2	808	6381	17691
grid.412258.8	Tanta University	http://en.wikipedia.org/wiki/Tanta_University	-0.2915	-0.302	9	626	1748	4419
grid.412259.9	Universiti Teknologi MARA	http://en.wikipedia.org/wiki/Universiti_Teknologi_MARA	-0.3069	-0.7684	9	694	4021	12253
grid.412260.3	Northwest Normal University	http://en.wikipedia.org/wiki/Northwest_Normal_University	-1.0246	-0.0015	2	302	1230	3683
grid.412262.1	Northwest University	http://en.wikipedia.org/wiki/Northwest_University_(China)	-0.7926	-0.0476	2	671	3486	7101
grid.412266.5	Tarbiat Modares University	http://en.wikipedia.org/wiki/Tarbiat_Modares_University	-0.0473	-0.9478	19	881	6408	13854
grid.412284.9	Lodz University of Technology	http://en.wikipedia.org/wiki/Lodz_University_of_Technology	0.614	-0.3555	6	580	1925	5446
grid.412287.a	Universidade do Estado de Santa Catarina	http://en.wikipedia.org/wiki/Universidade_do_Estado_de_Santa_Catarina	0.9461	0.7294	15	415	1940	3475
grid.412301.5	Universitätsklinikum Aachen	https://en.wikipedia.org/wiki/Uniklinikum_Aachen	0.6949	-0.0777	3	1081	2798	4772
grid.412304.0	University of Lille Nord de France	http://en.wikipedia.org/wiki/University_of_Lille_Nord_de_France	1.0551	-0.2033	8	880	2942	5420
grid.412311.4	Policlinico S.Orsola-Malpighi	https://en.wikipedia.org/wiki/Policlinico_Sant%27Orsola-Malpighi	0.6693	0.3015	10	717	1862	3093
grid.412330.7	Tampere University Hospital		0.3838	-0.8281	12	1117	3330	3923
grid.412332.5	The Ohio State University Wexner Medical Center	https://en.wikipedia.org/wiki/Ohio_State_University_Wexner_Medical_Center	-0.3848	0.736	1	868	2741	5091
grid.412334.3	Oita University	http://en.wikipedia.org/wiki/Oita_University	-0.8948	-0.7617	4	536	1588	4431
grid.412339.e	Saga University	http://en.wikipedia.org/wiki/Saga_University	-0.886	-0.6668	4	811	3000	6279
grid.412354.5	Uppsala University Hospital	https://en.wikipedia.org/wiki/Uppsala_University_Hospital	0.3741	-0.6078	12	799	2517	3606
grid.412368.a	Universidade Federal do ABC	http://en.wikipedia.org/wiki/Universidade_Federal_do_ABC	0.7521	0.7146	15	961	3841	5249
grid.412370.3	Hôpital Saint-Antoine		1.1905	-0.1951	8	872	3075	4334
grid.412371.2	Universidade Federal do Espírito Santo	http://en.wikipedia.org/wiki/Universidade_Federal_do_Esp%C3%ADrito_Santo	0.8533	0.8756	15	619	3379	6832
grid.412380.c	Universidade Federal do Piauí		0.921	0.8399	15	283	1853	3101
grid.412391.c	Universidade Federal Rural do Rio de Janeiro	http://en.wikipedia.org/wiki/Universidade_Federal_Rural_do_Rio_de_Janeiro	0.8328	0.9103	15	327	2185	3818
grid.412419.b	Osmania University	http://en.wikipedia.org/wiki/Osmania_University	-0.3596	-0.2133	9	421	818	3196
grid.412434.4	Thammasat University	http://en.wikipedia.org/wiki/Thammasat_University	-0.4949	-0.4726	4	961	1493	3475
grid.412436.6	Thapar University	http://en.wikipedia.org/wiki/Thapar_University	-0.3368	-0.1726	9	223	706	3303
grid.412449.e	China Medical University	https://en.wikipedia.org/wiki/China_Medical_University_(PRC)	-0.8684	-0.3722	2	581	2036	5360
grid.412451.7	University of Chieti-Pescara	http://en.wikipedia.org/wiki/University_of_Chieti-Pescara	0.59	0.476	10	1250	3770	6176
grid.412462.7	Payame Noor University	http://en.wikipedia.org/wiki/Payame_Noor_University	-0.0721	-0.9366	19	353	2369	4638
grid.412468.d	University Hospital Schleswig-Holstein		0.694	-0.033	3	1055	4457	7637
grid.412480.b	Seoul National University Bundang Hospital	https://en.wikipedia.org/wiki/Seoul_National_University_Bundang_Hospital	-1.0382	0.6506	11	861	5767	8272
grid.412484.f	Seoul National University Hospital	https://en.wikipedia.org/wiki/Seoul_National_University_Hospital	-1.0213	0.6337	11	1180	6722	9050
grid.412485.e	Seoul National University of Science and Technology	http://en.wikipedia.org/wiki/Seoul_National_University_of_Science_and_Technology	-0.913	0.5284	11	321	1692	3008
grid.412498.2	Shaanxi Normal University	http://en.wikipedia.org/wiki/Shaanxi_Normal_University	-0.7234	-0.0654	2	750	3268	7870
grid.412503.1	Shahid Bahonar University of Kerman	http://en.wikipedia.org/wiki/Shahid_Bahonar_University_of_Kerman	-0.0698	-0.8795	19	308	1218	3586
grid.412508.a	Shandong University of Science and Technology	http://en.wikipedia.org/wiki/Shandong_University_of_Science_and_Technology	-0.9611	-0.1222	2	412	2244	5044
grid.412509.b	Shandong University of Technology	http://en.wikipedia.org/wiki/Shandong_University_of_Technology	-0.9686	-0.1564	2	340	1465	3727
grid.412514.7	Shanghai Ocean University	http://en.wikipedia.org/wiki/Shanghai_Ocean_University	-1.0165	-0.1786	2	436	2020	3498
grid.412517.4	Pondicherry University	http://en.wikipedia.org/wiki/Pondicherry_University	-0.4301	-0.1585	9	466	1043	3921
grid.412519.a	Pontifical Catholic University of Rio Grande do Sul	http://en.wikipedia.org/wiki/Pontif%C3%ADcia_Universidade_Cat%C3%B3lica_do_Rio_Grande_do_Sul	0.9768	0.6948	15	866	2877	6473
grid.412530.1	Temple University Health System		0.0263	0.9204	1	1061	2880	4653
grid.412531.0	Shanghai Normal University	http://en.wikipedia.org/wiki/Shanghai_Normal_University	-0.796	-0.2318	2	564	2252	4205
grid.412540.6	Shanghai University of Traditional Chinese Medicine		-0.7822	-0.1925	2	877	1703	3978
grid.412553.4	Sharif University of Technology	http://en.wikipedia.org/wiki/Sharif_University_of_Technology	-0.0287	-0.8327	19	927	7234	14836
grid.412561.5	Shenyang Pharmaceutical University	http://en.wikipedia.org/wiki/Shenyang_Pharmaceutical_University	-0.8776	-0.2348	2	432	1686	4658
grid.412571.4	Shiraz University of Medical Sciences	https://en.wikipedia.org/wiki/Shiraz_University_of_Medical_Sciences	-0.0636	-0.9788	19	889	2676	8375
grid.412573.6	Shiraz University	http://en.wikipedia.org/wiki/Shiraz_University	-0.0861	-0.8656	19	864	3513	9202
grid.412576.3	Pukyong National University	http://en.wikipedia.org/wiki/Pukyong_National_University	-1.0058	0.3767	11	555	3164	6405
grid.412581.b	Witten/Herdecke University	http://en.wikipedia.org/wiki/Witten/Herdecke_University	0.671	-0.0693	3	857	2120	4485
grid.412584.e	University of Iowa Hospitals and Clinics	https://en.wikipedia.org/wiki/University_of_Iowa_Hospitals_and_Clinics	-0.2026	0.7945	1	675	1658	3422
grid.412587.d	University of Virginia Health System	https://en.wikipedia.org/wiki/University_of_Virginia_Health_System	0.0293	0.959	1	875	2674	5276
grid.412590.b	Michigan Medicine	https://en.wikipedia.org/wiki/University_of_Michigan_Health_System	-0.1942	0.6809	1	985	4164	7877
grid.412603.2	Qatar University	http://en.wikipedia.org/wiki/Qatar_University	-0.1871	-0.2311	9	1029	3450	5610
grid.412607.6	University of Warmia and Mazury in Olsztyn	http://en.wikipedia.org/wiki/University_of_Warmia_and_Mazury_in_Olsztyn	0.5788	-0.3801	6	531	1149	4327
grid.412610.0	Qingdao University of Science and Technology	http://en.wikipedia.org/wiki/Qingdao_University_of_Science_and_Technology	-1.0062	-0.1248	2	350	1811	5279
grid.412615.5	First Affiliated Hospital of Sun Yat-sen University		-0.5993	0.0974	2	591	1309	3055
grid.412621.2	Quaid-i-Azam University	http://en.wikipedia.org/wiki/Quaid-i-Azam_University	-0.3507	-0.2992	9	900	4234	7207
grid.412633.1	First Affiliated Hospital of Zhengzhou University		-0.8888	0.0448	2	341	1260	3222
grid.412636.4	First Hospital of China Medical University		-0.8771	-0.3653	2	621	1377	3678
grid.412638.a	Qufu Normal University	http://en.wikipedia.org/wiki/Qufu_Normal_University	-0.9701	-0.0275	2	366	1902	3195
grid.412661.6	Université de Yaoundé I	http://en.wikipedia.org/wiki/University_of_Yaound%C3%A9_I	0.8187	-0.1489	8	753	1730	3822
grid.412668.f	Razi University	http://en.wikipedia.org/wiki/Razi_University	-0.0845	-0.9103	19	446	1374	3666
grid.412674.2	Soonchunhyang University	http://en.wikipedia.org/wiki/Soonchunhyang_University	-1.0577	0.5826	11	504	2336	4736
grid.412676.0	Jiangsu Province Hospital		-0.9327	0.2362	2	955	2892	6032
grid.412687.e	Ottawa Hospital	http://en.wikipedia.org/wiki/The_Ottawa_Hospital	-0.0652	-0.0887	14	1023	4788	6114
grid.412689.0	University of Pittsburgh Medical Center	https://en.wikipedia.org/wiki/University_of_Pittsburgh_Medical_Center	-0.0796	0.7037	1	1272	6034	11043
grid.412703.3	Royal North Shore Hospital	https://en.wikipedia.org/wiki/Royal_North_Shore_Hospital	-0.3415	-0.5334	13	738	2475	3434
grid.412726.4	Thomas Jefferson University Hospital	https://en.wikipedia.org/wiki/Thomas_Jefferson_University_Hospital	0.0565	0.9218	1	601	1782	3765
grid.412742.6	SRM University	http://en.wikipedia.org/wiki/SRM_University	-0.4577	-0.1795	9	350	1261	3108
grid.412744.0	Princess Alexandra Hospital	https://en.wikipedia.org/wiki/Princess_Alexandra_Hospital	-0.1625	-0.5506	13	756	2509	3417
grid.412746.2	University of Rajasthan	http://en.wikipedia.org/wiki/University_of_Rajasthan	0.7528	0.145	3	325	4308	21483
grid.412750.5	University of Rochester Medical Center	https://en.wikipedia.org/wiki/University_of_Rochester_Medical_Center	-0.0473	0.731	1	1310	7456	13064
grid.412753.6	Campus Benjamin Franklin		0.6375	0.0368	3	748	2051	3372
grid.412761.7	Ural Federal University	http://en.wikipedia.org/wiki/Ural_Federal_University	0.0861	-0.6823	6	629	2117	7996
grid.412763.5	Urmia University	http://en.wikipedia.org/wiki/Urmia_University	0.0171	-0.9655	19	431	1635	4329
grid.412773.4	Tokyo Denki University	http://en.wikipedia.org/wiki/Tokyo_Denki_University	-0.6975	-0.6756	4	819	1202	3482
grid.412786.e	Korea University of Science and Technology	http://en.wikipedia.org/wiki/Korea_University_of_Science_and_Technology	-1.0881	0.5301	11	579	4254	5217
grid.412787.f	Wuhan University of Science and Technology	http://en.wikipedia.org/wiki/Wuhan_University_of_Science_and_Technology	-0.7177	0.065	2	534	2269	5047
grid.412801.e	University of South Africa	http://en.wikipedia.org/wiki/University_of_South_Africa	0.2495	-0.435	5	607	1319	4128
grid.412804.b	Toyohashi University of Technology	http://en.wikipedia.org/wiki/Toyohashi_University_of_Technology	-0.5245	-0.7463	4	509	1581	4238
grid.412807.8	Vanderbilt University Medical Center	https://en.wikipedia.org/wiki/Vanderbilt_University_Medical_Center	-0.2185	0.7724	1	1320	7905	13682
grid.412813.d	Vellore Institute of Technology University	http://en.wikipedia.org/wiki/VIT_University	-0.4303	-0.1827	9	691	2155	8191
grid.412831.d	University of Tabriz	http://en.wikipedia.org/wiki/University_of_Tabriz	0.0224	-0.9358	19	691	2960	7080
grid.412835.9	Stavanger University Hospital	https://en.wikipedia.org/wiki/Stavanger_University_Hospital	0.5086	-0.6101	12	861	2167	3419
grid.412846.d	Sultan Qaboos University	http://en.wikipedia.org/wiki/Sultan_Qaboos_University	-0.1694	-0.2627	9	957	1967	4830
grid.412848.3	Andrés Bello University	http://en.wikipedia.org/wiki/Andr%C3%A9s_Bello_National_University	0.8266	0.5108	7	743	2164	3187
grid.412857.d	Wakayama Medical University	https://en.wikipedia.org/wiki/Wakayama_Medical_University	-0.7452	-0.8652	4	613	1508	3325
grid.412862.b	Autonomous University of San Luis Potosí	http://en.wikipedia.org/wiki/Universidad_Aut%C3%B3noma_de_San_Luis_Potos%C3%AD	0.4785	0.5757	7	718	2024	3613
grid.412881.6	University of Antioquia	http://en.wikipedia.org/wiki/University_of_Antioquia	0.7891	0.4671	7	1064	2719	6441
grid.412888.f	Tabriz University of Medical Sciences	https://en.wikipedia.org/wiki/Tabriz_University_of_Medical_Sciences	0.0108	-0.9876	19	605	2881	6999
grid.412889.e	University of Costa Rica	http://en.wikipedia.org/wiki/University_of_Costa_Rica	0.5881	0.5822	7	1089	1626	6331
grid.412890.6	University of Guadalajara	http://en.wikipedia.org/wiki/University_of_Guadalajara	0.5571	0.6601	7	861	2169	4718
grid.412891.7	Universidad de Guanajuato	http://en.wikipedia.org/wiki/Universidad_de_Guanajuato	0.4929	0.6219	7	795	1599	3324
grid.412896.0	Taipei Medical University	https://en.wikipedia.org/wiki/Taipei_Medical_University	-0.8477	1.0155	17	1117	6673	9469
grid.412899.f	Wenzhou University	http://en.wikipedia.org/wiki/Wenzhou_University	-0.7916	-0.1489	2	417	1751	3734
grid.412901.f	West China Hospital of Sichuan University		-0.734	-0.036	2	955	1414	4157
grid.412966.e	Maastricht University Medical Centre	https://en.wikipedia.org/wiki/Academic_Hospital_Maastricht	0.8092	-0.4476	16	1159	8193	12042
grid.412970.9	University of Veterinary Medicine Hanover	http://en.wikipedia.org/wiki/University_of_Veterinary_Medicine_Hanover	0.6596	-0.0483	3	653	2064	3634
grid.412982.4	Xiangtan University	http://en.wikipedia.org/wiki/Xiangtan_University	-0.6554	-0.1653	2	474	2496	5526
grid.412988.e	University of Johannesburg	http://en.wikipedia.org/wiki/University_of_Johannesburg	0.2399	-0.4161	5	1034	3989	7824
grid.413002.4	University of Kerala	http://en.wikipedia.org/wiki/University_of_Kerala	-0.4121	-0.1744	9	398	843	3798
grid.413012.5	Yanshan University	http://en.wikipedia.org/wiki/Yanshan_University	-0.8924	-0.2121	2	524	2855	7766
grid.413015.2	University of Madras	http://en.wikipedia.org/wiki/University_of_Madras	-0.4623	-0.1635	9	655	2602	6832
grid.413028.c	Yeungnam University	http://en.wikipedia.org/wiki/Yeungnam_University	-1.0665	0.4362	11	832	5070	10035
grid.413039.c	University of Mysore	http://en.wikipedia.org/wiki/University_of_Mysore	-0.3999	-0.1635	9	416	1126	3452
grid.413050.3	Yuan Ze University	http://en.wikipedia.org/wiki/Yuan_Ze_University	-0.856	0.8387	17	440	2301	4751
grid.413072.3	Zhejiang Gongshang University	http://en.wikipedia.org/wiki/Zhejiang_Gongshang_University	-0.6515	-0.2752	2	487	1604	3703
grid.413103.4	Henry Ford Hospital	https://en.wikipedia.org/wiki/Henry_Ford_Hospital	-0.1697	0.8534	1	797	3144	5315
grid.413104.3	Sunnybrook Health Science Centre	http://en.wikipedia.org/wiki/Sunnybrook_Health_Sciences_Centre	-0.0092	0.0592	14	949	4566	5714
grid.413106.1	Peking Union Medical College Hospital	https://en.wikipedia.org/wiki/Peking_Union_Medical_College_Hospital	-0.8091	0.1046	2	1061	3433	9593
grid.413109.e	Tianjin University of Science and Technology	http://en.wikipedia.org/wiki/Tianjin_University_of_Science_and_Technology	-0.9767	-0.2165	2	390	1861	4262
grid.413156.4	Rabin Medical Center	https://en.wikipedia.org/wiki/Rabin_Medical_Center	0.3676	0.4017	20	725	2237	3199
grid.413235.2	Hôpital Robert Debré		1.2454	-0.1392	8	838	2492	3683
grid.413249.9	Royal Prince Alfred Hospital	https://en.wikipedia.org/wiki/Royal_Prince_Alfred_Hospital	-0.322	-0.5252	13	841	3862	4977
grid.413252.3	Westmead Hospital	https://en.wikipedia.org/wiki/Westmead_Hospital	-0.339	-0.5105	13	807	2568	3816
grid.413254.5	Xinjiang University	http://en.wikipedia.org/wiki/Xinjiang_University	-0.889	-0.1517	2	438	1710	3719
grid.413273.0	Zhejiang Sci-Tech University	http://en.wikipedia.org/wiki/Zhejiang_Sci-Tech_University	-0.7082	-0.2971	2	506	2464	5117
grid.413328.f	Hôpital Saint-Louis	https://en.wikipedia.org/wiki/H%C3%B4pital_Saint-Louis	1.2187	-0.1986	8	934	3944	5607
grid.413396.a	Hospital de Sant Pau	https://en.wikipedia.org/wiki/Hospital_de_Sant_Pau	1.1248	0.3284	7	975	3169	4542
grid.413448.e	Instituto de Salud Carlos III	https://en.wikipedia.org/wiki/Carlos_III_Health_Institute	1.0307	0.3329	7	1417	12474	15593
grid.413449.f	Tel Aviv Sourasky Medical Center	https://en.wikipedia.org/wiki/Tel_Aviv_Sourasky_Medical_Center	0.3768	0.4177	20	821	2511	3451
grid.413454.3	Polish Academy of Sciences	http://en.wikipedia.org/wiki/Polish_Academy_of_Sciences	0.5207	-0.3616	6	1336	4818	8603
grid.413460.4	Gülhane Askerî Tıp Akademisi		0.5853	-0.8258	18	713	1208	4674
grid.413558.e	Albany Medical Center Hospital	https://en.wikipedia.org/wiki/Albany_Medical_Center_Hospital	0.0208	0.736	1	1039	1913	3939
grid.413574.0	Alberta Health Services	http://en.wikipedia.org/wiki/Alberta_Health_Services	-0.2069	0.0106	14	694	2535	3045
grid.413575.1	Howard Hughes Medical Institute	https://en.wikipedia.org/wiki/Howard_Hughes_Medical_Institute	0.2171	0.6222	1	1270	6024	6804
grid.413593.9	Mackay Memorial Hospital	https://en.wikipedia.org/wiki/Mackay_Memorial_Hospital	-0.8593	1.0367	17	866	2457	3416
grid.413618.9	All India Institute of Medical Sciences	https://en.wikipedia.org/wiki/All_India_Institute_of_Medical_Sciences_Delhi	-0.2796	-0.1726	9	1286	2666	15982
grid.413731.3	Rambam Health Care Campus	https://en.wikipedia.org/wiki/Rambam_Health_Care_Campus	0.3532	0.3453	20	886	2161	3009
grid.413734.6	NewYork-Presbyterian Hospital	https://en.wikipedia.org/wiki/NewYork%E2%80%93Presbyterian_Hospital	0.184	0.5902	1	1287	6940	10096
grid.413783.a	Ankara Atatürk Eğitim ve Araştırma Hastanesi		0.6086	-0.8572	18	508	865	3087
grid.413784.d	Bicêtre Hospital	https://en.wikipedia.org/wiki/Bic%C3%AAtre_Hospital	1.2067	-0.1756	8	862	2601	4107
grid.413795.d	Sheba Medical Center	https://en.wikipedia.org/wiki/Sheba_Medical_Center	0.3555	0.4278	20	1038	4773	6298
grid.413808.6	Lurie Children's Hospital	http://en.wikipedia.org/wiki/Lurie_Children's_Hospital	-0.1284	0.6202	1	835	2783	4060
grid.413852.9	Hospices Civils de Lyon		1.0817	-0.2469	8	994	4421	6210
grid.413876.f	Chi Mei Medical Center		-0.8916	0.9971	17	594	2143	3065
grid.413967.e	Asan Medical Center	https://en.wikipedia.org/wiki/Asan_Medical_Center	-1.0638	0.6273	11	1195	6656	13895
grid.413973.b	Children's Hospital at Westmead	https://en.wikipedia.org/wiki/Royal_Alexandra_Hospital_for_Children	-0.2983	-0.5275	13	860	2687	3533
grid.414055.1	Auckland City Hospital	https://en.wikipedia.org/wiki/Auckland_City_Hospital	-0.1675	-0.3494	13	732	1842	3034
grid.414093.b	Hôpital Européen Georges-Pompidou	https://en.wikipedia.org/wiki/H%C3%B4pital_Europ%C3%A9en_Georges-Pompidou	1.2198	-0.1277	8	886	4100	5727
grid.414123.1	Lucile Packard Children's Hospital	https://en.wikipedia.org/wiki/Lucile_Packard_Children%27s_Hospital	0.1178	0.5674	1	1134	3737	4996
grid.414125.7	Bambino Gesù Children's Hospital	https://en.wikipedia.org/wiki/Bambino_Ges%C3%B9_Hospital	0.7075	0.4553	10	879	2751	4261
grid.414179.e	Duke Medical Center		-0.3042	0.918	1	1026	4316	5370
grid.414252.4	Chinese PLA General Hospital	https://en.wikipedia.org/wiki/301_Military_Hospital	-0.8705	0.0665	2	1014	3916	10926
grid.414295.f	Hôpital Rangueil		1.1716	-0.2218	8	602	1598	3035
grid.414449.8	Hospital de Clínicas de Porto Alegre	https://en.wikipedia.org/wiki/Hospital_de_Cl%C3%ADnicas_de_Porto_Alegre	1.007	0.7238	15	790	2534	3349
grid.414467.4	Walter Reed National Military Medical Center	https://en.wikipedia.org/wiki/Walter_Reed_National_Military_Medical_Center	0.0848	0.9689	1	685	2162	4032
grid.414548.8	French National Institute for Agricultural Research	http://en.wikipedia.org/wiki/Institut_national_de_la_recherche_agronomique	0.9664	-0.1927	8	1263	5017	7751
grid.414556.7	Hospital de São João		1.0178	0.1278	7	860	1818	3187
grid.414603.4	Istituti di Ricovero e Cura a Carattere Scientifico		0.6999	0.4318	10	1102	2593	3396
grid.414818.0	Fondazione IRCCS Ca' Granda Ospedale Maggiore Policlinico	https://en.wikipedia.org/wiki/Ospedale_Maggiore	0.7541	0.3361	10	1048	2955	4284
grid.414964.a	Samsung Medical Center	http://en.wikipedia.org/wiki/Samsung_Medical_Center	-0.9964	0.6444	11	805	2294	3636
grid.415131.3	Post Graduate Institute of Medical Education and Research	http://en.wikipedia.org/wiki/Post_Graduate_Institute_of_Medical_Education_and_Research	-0.2764	-0.1561	9	1131	1520	10390
grid.415224.4	Princess Margaret Cancer Centre	https://en.wikipedia.org/wiki/Princess_Margaret_Cancer_Centre	-0.0089	0.0889	14	892	4049	5026
grid.415235.4	MedStar Washington Hospital Center	https://en.wikipedia.org/wiki/MedStar_Washington_Hospital_Center	0.0627	0.8595	1	661	1454	3155
grid.415310.2	King Faisal Specialist Hospital & Research Centre	https://en.wikipedia.org/wiki/King_Faisal_Specialist_Hospital_and_Research_Centre	-0.226	-0.2097	9	998	1474	3363
grid.415490.d	Queen Elizabeth Hospital Birmingham	https://en.wikipedia.org/wiki/Queen_Elizabeth_Hospital_Birmingham	0.1585	-0.3339	5	797	1785	3650
grid.415502.7	St. Michael's Hospital	http://en.wikipedia.org/wiki/St._Michael's_Hospital_(Toronto)	-0.0216	-0.0002	14	989	5337	6343
grid.415598.4	Queen's Medical Centre	https://en.wikipedia.org/wiki/Queen%27s_Medical_Centre	0.093	-0.3462	5	832	1776	3908
grid.415877.8	Siberian Branch of the Russian Academy of Sciences		0.1306	-0.7827	6	823	3477	7397
grid.416075.1	Royal Adelaide Hospital	https://en.wikipedia.org/wiki/Royal_Adelaide_Hospital	-0.257	-0.599	13	799	2138	3233
grid.416100.2	Royal Brisbane and Women's Hospital	https://en.wikipedia.org/wiki/Royal_Brisbane_and_Women's_Hospital	-0.1372	-0.5514	13	856	2964	3895
grid.416107.5	Royal Children's Hospital	https://en.wikipedia.org/wiki/Royal_Children%27s_Hospital	-0.0682	-0.657	13	880	3823	5010
grid.416153.4	Royal Melbourne Hospital	https://en.wikipedia.org/wiki/Royal_Melbourne_Hospital	-0.1014	-0.6592	13	940	3327	4633
grid.416166.2	Mount Sinai Hospital	"http://en.wikipedia.org/wiki/Mount_Sinai_Hospital,_Toronto"	0.0066	0.0433	14	1115	2985	3528
grid.416167.3	Mount Sinai Hospital	http://en.wikipedia.org/wiki/Mount_Sinai_Hospital_(Manhattan)	0.1795	0.7055	1	1201	3448	6053
grid.416651.1	Istituto Superiore di Sanità	https://en.wikipedia.org/wiki/Istituto_Superiore_di_Sanit%C3%A0	0.6685	0.4355	10	1305	4750	7464
grid.416738.f	Centers for Disease Control and Prevention	http://en.wikipedia.org/wiki/Centers_for_Disease_Control_and_Prevention	-0.0818	0.7442	1	1210	9315	17812
grid.416786.a	Swiss Tropical and Public Health Institute	https://en.wikipedia.org/wiki/Swiss_Tropical_and_Public_Health_Institute	0.771	0.0638	3	878	2819	3125
grid.416861.c	National Institute of Mental Health and Neurosciences	http://en.wikipedia.org/wiki/National_Institute_of_Mental_Health_and_Neurosciences	-0.3121	-0.1142	9	595	633	3447
grid.416868.5	National Institute of Mental Health	https://en.wikipedia.org/wiki/National_Institute_of_Mental_Health	0.3207	0.5793	1	948	2879	4221
grid.416870.c	National Institute of Neurological Disorders and Stroke	https://en.wikipedia.org/wiki/National_Institute_of_Neurological_Disorders_and_Stroke	0.1417	0.8146	1	1131	2388	3519
grid.416975.8	Texas Children's Hospital	https://en.wikipedia.org/wiki/Texas_Children%27s_Hospital	-0.1022	0.9941	1	877	2613	3425
grid.41724.34	Centre Hospitalier Universitaire De Rouen		1.2117	-0.2647	8	744	1923	3652
grid.417467.7	Mayo Clinic	https://en.wikipedia.org/wiki/Mayo_Clinic_Hospital	0.0244	0.8883	1	1162	3886	6746
grid.417468.8	Mayo Clinic		-0.002	0.8885	1	983	4075	6395
grid.417540.3	Eli Lilly (United States)	https://en.wikipedia.org/wiki/Eli_Lilly_and_Company	0.2597	0.4898	1	990	3450	5830
grid.417547.4	Hitachi (Japan)	https://en.wikipedia.org/wiki/Hitachi	-0.7442	-0.6241	4	430	1821	4036
grid.417587.8	United States Food and Drug Administration	https://en.wikipedia.org/wiki/Food_and_Drug_Administration	-0.0251	0.7774	1	1016	2402	4596
grid.417636.1	Indian Institute of Chemical Technology	https://en.wikipedia.org/wiki/Indian_Institute_of_Chemical_Technology	-0.355	-0.2281	9	944	1256	6534
grid.417643.3	National Chemical Laboratory	https://en.wikipedia.org/wiki/National_Chemical_Laboratory	-0.4014	-0.1196	9	415	1276	4320
grid.417728.f	Humanitas Research Hospital		0.7266	0.3625	10	838	2568	3826
grid.417730.6	Air Force Research Laboratory	https://en.wikipedia.org/wiki/Air_Force_Research_Laboratory	-0.5571	0.5668	1	772	5704	9250
grid.417768.b	Center for Cancer Research		0.152	0.915	1	1024	2360	3632
grid.417778.a	Fondazione Santa Lucia		0.5391	0.5081	10	954	2864	3274
grid.417815.e	AstraZeneca (United Kingdom)	https://en.wikipedia.org/wiki/AstraZeneca	0.258	-0.3104	5	826	2333	3477
grid.417851.e	Fermilab	https://en.wikipedia.org/wiki/Fermilab	0.1426	0.2117	1	699	3096	3788
